text,title
"palestinian civil defence crews have uncovered a mass grave inside the nasser medical complex in gaza's khan younis , with 180 bodies recovered so far , al jazeera has learned , as israel continues its bombardment of the devastated coastal enclave for more than six months .",nearly 200 bodies found in mass grave at hospital in gaza’s khan younis
nan,israeli air attack hits residential area in gaza city
"israeli air strikes on syria's northern province of aleppo have killed more than 40 people , most of them soldiers , according to news agencies and a war monitor .",more than 40 people killed in israeli strikes on syria’s aleppo: reports
"at least 19 palestinians have been killed in an israeli attack targeting civilians who were waiting for aid southeast of gaza city , gaza's ministry of health and its media office said .",at least 19 reported killed as israeli forces fire on gaza aid seekers
fatmeh abu mustafa's voice strains as she leans heavily on the walking stick in her left hand .,israel destroyed khan younis yet these palestinians came back home
nan,mass grave discovered at gaza hospital occupied by israeli forces
"cape town , south africa – when south africa , under its ruling african national congress ( anc ) party , took israel to the international court of justice ( icj ) in january on allegations of genocide in gaza , it drew applause from a range of nations , especially in the global south .",will south africa’s new coalition gov’t change tack on israel-palestine?
the united states has halted the shipment of some types of heavy bombs to israel and us president joe biden has also pledged to halt the supply of some offensive weapons and artillery shells to the country if it goes ahead with its assault on gaza's southernmost city of rafah .,why is the us blocking some bomb shipments to israel? all you need to know
nan,israel ‘shouting from the rooftops’ to warn about iran
the united nations security council has passed a resolution denouncing attacks on un staff and aid workers in conflict zones as record numbers of un personnel have been killed in israel's war on the gaza strip .,un security council passes motion denouncing attacks on aid workers
the chief prosecutor of the international criminal court ( icc ) has applied for arrest warrants against top israeli and hamas leaders for alleged war crimes .,"icc prosecutor seeks arrest warrants for netanyahu, hamas officials"
"earlier this month , the israeli occupying forces withdrew from my hometown of khan younis in the southern gaza strip , presumably to prepare for an attack on nearby rafah . now , those civilians who won the lottery of life and death are on a trail of broken dreams back to khan younis . it is a pilgrimage – hajj in arabic – but one of grief not of faith .",‘fire and forget’ in gaza
"as christians around the world prepare to celebrate easter , palestinians in the land that birthed the religion are facing severe restrictions on entering jerusalem's old city to mark the occasion .",palestinian christians barred from jerusalem’s old city at easter
nan,top usc graduate cancelled over gaza speaks out
nan,activists spray paint uk’s ministry of defence building red
"president joe biden says "" order must prevail "" on university campuses in the united states , just hours after police raided and dismantled another protest encampment in support of palestinians .",‘no surprise’: us students slam biden’s comments on gaza encampments
